total_rows,total_views,total_addtocart_events,total_transactions,unique_visitors,unique_items,unique_addtocart_visitor_item_pairs,abandoned_visitor_item_pairs,overall_cart_abandonment_rate
2756101,2664312,69332,22457,1407580,235061,62025,43353,69.896
